word	pos_tag	morph_parse	lemma	correct_form
defa	Noun	Noun+A3sg+Pnon+Nom	defa	defa
Naymanlarda	Noun	Noun+Prop+A3pl+Pnon+Loc	Nayman	Naymanlarda
mühür	Noun	Noun+A3sg+Pnon+Nom	mühür	mühür
ve	Conj	Conj	ve	ve
yazı	Noun	Noun+A3sg+Pnon+Nom	yazı	yazı
kullanıldığını	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	kullan	kullanıldığını
görünce	Verb	Verb+Pos+Adv+When	gör	görünce
,	Punc	Punc	,	,
Nayman	Noun	Noun+Prop+A3sg+Pnon+Nom	Nayman	Nayman
hizmetindeki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	hizmet	hizmetindeki
Uygur	Noun	Noun+Prop+A3sg+Pnon+Nom	Uygur	Uygur
mühürdarlarını	Noun	Noun+A3pl+P3sg+Acc	mühürdar	mühürdarlarını
da	Conj	Conj	da	da
hizmetine	Noun	Noun+A3sg+P3sg+Dat	hizmet	hizmetine
aldı	Verb	Verb+Pos+Past+A3sg	al	aldı
.	Punc	Punc	.	.
Akabinde	Adv	Adv	akabinde	Akabinde
,	Punc	Punc	,	,
Uygur	Noun	Noun+Prop+A3sg+Pnon+Nom	Uygur	Uygur
yazısı	Noun	Noun+A3sg+P3sg+Nom	yazı	yazısı
tüm	Det	Det	tüm	tüm
Moğol	Adj	Adj	Moğol	Moğol
İmparatorluğu'nda	Noun	Noun+A3sg+P3sg+Apos+Loc	imparatorluk	İmparatorluğu'nda
kullanılmaya	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	kullan	kullanılmaya
başlandı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	başla	başlandı
.	Punc	Punc	.	.
İlk	Adj	Adj	ilk	İlk
yıllarda	Noun	Noun+A3pl+Pnon+Loc	yıl	yıllarda
Moğol	Adj	Adj	Moğol	Moğol
İmparatorluğu'nun	Noun	Noun+A3sg+P3sg+Apos+Gen	imparatorluk	İmparatorluğu'nun
devlet	Noun	Noun+A3sg+Pnon+Nom	devlet	devlet
işleyişinin	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Gen	işle	işleyişinin
belli	Adj	Adj	belli	belli
bir	Det	Det	bir	bir
düzene	Noun	Noun+A3sg+Pnon+Dat	düzen	düzene
geçmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	geç	geçmiştir
.	Punc	Punc	.	.
Tangutları	UnDef	UnDef	Tangutları	Tangutları
himayesine	Noun	Noun+A3sg+P3sg+Dat	himaye	himayesine
alan	Verb	Verb+Pos+Adj+PresPart	al	alan
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
,	Punc	Punc	,	,
daha	Adv	Adv	daha	daha
sonra	Postp	Postp+PCAbl	sonra	sonra
Kuzey	Noun	Noun+A3sg+Pnon+Nom	kuzey	Kuzey
Çin'deki	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc+Adj+Rel	Çin	Çin'deki
Jin	UnDef	UnDef	Jin	Jin
Hanedanı'na	Noun	Noun+A3sg+P3sg+Apos+Dat	hanedan	Hanedanı'na
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
açarak	Verb	Verb+Pos+Adv+ByDoingSo	aç	açarak
Pekin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Pekin	Pekin'i
1211	Num	Num	1211	1211
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
kuşattı	Verb	Verb+Pos+Past+A3sg	kuşat	kuşattı
.	Punc	Punc	.	.
Çin	Noun	Noun+Prop+A3sg+Pnon+Nom	Çin	Çin
hükümdarı	Noun	Noun+A3sg+P3sg+Nom	hükümdar	hükümdarı
barış	Noun	Noun+A3sg+Pnon+Nom	barış	barış
için	Postp	Postp+PCNom	için	için
Çin'li	UnDef	UnDef	Çin'li	Çin'li
prenseslerden	Noun	Noun+A3pl+Pnon+Abl	prenses	prenseslerden
birini	Pron	Pron+Quant+A3sg+P3sg+Acc	biri	birini
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
ile	Postp	Postp+PCNom	ile	ile
evlendirse	Verb	Verb+Verb+Caus+Pos+Desr+A3sg	evlen	evlendirse
de	Conj	Conj	de	de
,	Punc	Punc	,	,
barış	Noun	Noun+A3sg+Pnon+Nom	barış	barış
uzun	Adj	Adj	uzun	uzun
sürmedi	Verb	Verb+Neg+Past+A3sg	sür	sürmedi
.	Punc	Punc	.	.
1215'de	Num	Num+Noun+Apos+A3sg+Pnon+Loc	1215	1215'de
oldukça	Adv	Adv	oldukça	oldukça
kanlı	Noun	Noun+A3sg+Pnon+Nom+Adj+With	kan	kanlı
geçen	Adj	Adj	geçen	geçen
bir	Det	Det	bir	bir
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
sonrasında	Noun	Noun+A3sg+P3sg+Loc	sonra	sonrasında
Çin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Çin	Çin'i
himayesi	Noun	Noun+A3sg+P3sg+Nom	himaye	himayesi
altına	Noun	Noun+A3sg+P3sg+Dat	alt	altına
aldı	Verb	Verb+Pos+Past+A3sg	al	aldı
.	Punc	Punc	.	.
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed	Noun	Noun+Prop+A3sg+Pnon+Nom	Muhammed	Muhammed
Harezmşah	UnDef	UnDef	Harezmşah	Harezmşah
,	Punc	Punc	,	,
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
Çin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Çin	Çin'i
ele	Noun	Noun+A3sg+Pnon+Dat	el	ele
geçirdiğinden	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Abl	geçir	geçirdiğinden
emin	Adj	Adj	emin	emin
olmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ol	olmak
için	Postp	Postp+PCNom	için	için
Seyyid	UnDef	UnDef	Seyyid	Seyyid
Bahaüddin-i	UnDef	UnDef	Bahaüddin-i	Bahaüddin-i
Razi	Noun	Noun+Prop+A3sg+Pnon+Nom	Razi	Razi
yönetiminde	Noun	Noun+A3sg+P3sg+Loc	yönetim	yönetiminde
bir	Det	Det	bir	bir
heyet	Noun	Noun+A3sg+Pnon+Nom	heyet	heyet
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
Gelen	Verb	Verb+Pos+Adj+PresPart	gel	Gelen
heyetle	Noun	Noun+A3sg+Pnon+Ins	heyet	heyetle
barış	Noun	Noun+A3sg+Pnon+Nom	barış	barış
görüşmeleri	Noun	Noun+A3pl+P3sg+Nom	görüşme	görüşmeleri
yapan	Verb	Verb+Pos+Adj+PresPart	yap	yapan
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
,	Punc	Punc	,	,
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Muhammed	Muhammed'e
elçilerini	Noun	Noun+A3pl+P3sg+Acc	elçi	elçilerini
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
Anlaşma	Noun	Noun+A3sg+Pnon+Nom	anlaşma	Anlaşma
doğrultusunda	Noun	Noun+A3sg+P3sg+Loc	doğrultu	doğrultusunda
hazırlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	hazırla	hazırlanan
Kervan	Noun	Noun+Prop+A3sg+Pnon+Nom	Kervan	Kervan
,	Punc	Punc	,	,
Harezmşahlar	UnDef	UnDef	Harezmşahlar	Harezmşahlar
Devleti'nin	Noun	Noun+A3sg+P3sg+Apos+Gen	devlet	Devleti'nin
Otrar	UnDef	UnDef	Otrar	Otrar
şehrinde	Noun	Noun+A3sg+P3sg+Loc	şehir	şehrinde
1218	Num	Num	1218	1218
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
hücuma	Noun	Noun+A3sg+Pnon+Dat	hücum	hücuma
uğradı	Verb	Verb+Pos+Past+A3sg	uğra	uğradı
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
bunun	Pron	Pron+Demons+A3sg+Pnon+Gen	bu	bunun
üzerine	Noun	Noun+Prop+A3sg+P3sg+Dat	Üzer	üzerine
Otrar	UnDef	UnDef	Otrar	Otrar
valisi	Noun	Noun+A3sg+P3sg+Nom	vali	valisi
Kayır	Noun	Noun+A3sg+Pnon+Nom	kayır	Kayır
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
olmasını	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	ol	olmasını
istedi	Verb	Verb+Pos+Past+A3sg	iste	istedi
.	Punc	Punc	.	.
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed	Noun	Noun+Prop+A3sg+Pnon+Nom	Muhammed	Muhammed
,	Punc	Punc	,	,
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
bu	Det	Det	bu	bu
teklifini	Noun	Noun+A3sg+P3sg+Acc	teklif	teklifini
ileten	Verb	Verb+Pos+Adj+PresPart	ilet	ileten
elçilerini	Noun	Noun+A3pl+P3sg+Acc	elçi	elçilerini
öldürerek	Verb	Verb+Verb+Caus+Pos+Adv+ByDoingSo	öl	öldürerek
Harezmşahlar	UnDef	UnDef	Harezmşahlar	Harezmşahlar
Devleti'nin	Noun	Noun+A3sg+P3sg+Apos+Gen	devlet	Devleti'nin
de	Conj	Conj	de	de
sonunu	Noun	Noun+A3sg+P3sg+Acc	son	sonunu
hazırladı	Verb	Verb+Pos+Past+A3sg	hazırla	hazırladı
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
öncelikle	Noun	Noun+A3sg+Pnon+Ins	öncelik	öncelikle
yol	Noun	Noun+A3sg+Pnon+Nom	yol	yol
üzerindeki	Noun	Noun+Prop+A3sg+P3sg+Loc+Adj+Rel	Üzer	üzerindeki
Naymanlı	Noun	Noun+Prop+A3sg+Pnon+Nom+Adj+With	Nayman	Naymanlı
Güçlük	Noun	Noun+A3sg+Pnon+Nom	güçlük	Güçlük
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
eline	Noun	Noun+A3sg+P3sg+Dat	el	eline
geçen	Adj	Adj	geçen	geçen
Kara	Noun	Noun+A3sg+Pnon+Nom	kara	Kara
Hıtay'ı	UnDef	UnDef	Hıtay'ı	Hıtay'ı
ortadan	Noun	Noun+A3sg+Pnon+Abl	orta	ortadan
kaldırmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	kaldır	kaldırmak
için	Postp	Postp+PCNom	için	için
;	Punc	Punc	;	;
Cebe	Noun	Noun+A3sg+Pnon+Dat	cep	Cebe
Noyan	Noun	Noun+Prop+A3sg+Pnon+Nom	Noyan	Noyan
komutundasında	UnDef	UnDef	komutundasında	komutundasında
bir	Det	Det	bir	bir
ordu	Noun	Noun+A3sg+Pnon+Nom	ordu	ordu
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
Güçlük	Noun	Noun+A3sg+Pnon+Nom	güçlük	Güçlük
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
korkarak	Verb	Verb+Pos+Adv+ByDoingSo	kork	korkarak
Kaşgar'a	UnDef	UnDef	Kaşgar'a	Kaşgar'a
kaçtı	Verb	Verb+Pos+Past+A3sg	kaç	kaçtı
ancak	Conj	Conj	ancak	ancak
Sarı	Adj	Adj	sarı	Sarı
Göl	Noun	Noun+A3sg+Pnon+Nom	göl	Göl
yakınlarında	Noun	Noun+A3pl+P3sg+Loc	yakın	yakınlarında
yakalanarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yakala	yakalanarak
öldürüldü	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	öl	öldürüldü
.	Punc	Punc	.	.
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed	Noun	Noun+Prop+A3sg+Pnon+Nom	Muhammed	Muhammed
de	Conj	Conj	de	de
korkuya	Noun	Noun+A3sg+Pnon+Dat	korku	korkuya
kapılıp	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	kap	kapılıp
kalelerini	Noun	Noun+A3pl+P3sg+Acc	kale	kalelerini
korumaya	Noun	Noun+A3sg+Pnon+Dat	koruma	korumaya
alıp	Verb	Verb+Pos+Adv+AfterDoingSo	al	alıp
,	Punc	Punc	,	,
dağlık	Adj	Adj	dağlık	dağlık
bir	Det	Det	bir	bir
bölgeye	Noun	Noun+A3sg+Pnon+Dat	bölge	bölgeye
çekildi	Verb	Verb+Verb+Pass+Pos+Past+A3sg	çek	çekildi
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
bazı	Adj	Adj	bazı	bazı
kaynaklara	Noun	Noun+A3pl+Pnon+Dat	kaynak	kaynaklara
göre	Postp	Postp+PCDat	göre	göre
kolaylıkla	Adv	Adv	kolaylıkla	kolaylıkla
,	Punc	Punc	,	,
başka	Adj	Adj	başka	başka
bir	Det	Det	bir	bir
bakış	Verb	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom	bak	bakış
açısına	Noun	Noun+A3sg+P3sg+Dat	açı	açısına
göre	Postp	Postp+PCDat	göre	göre
de	Conj	Conj	de	de
barbarca	Adv	Adv	barbarca	barbarca
tüm	Det	Det	tüm	tüm
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
ve	Conj	Conj	ve	ve
kaleleri	Noun	Noun+A3pl+P3sg+Nom	kale	kaleleri
ele	Noun	Noun+A3sg+Pnon+Dat	el	ele
geçirdi	Verb	Verb+Pos+Past+A3sg	geçir	geçirdi
.	Punc	Punc	.	.
1220	Num	Num	1220	1220
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
Otrar'daki	UnDef	UnDef	Otrar'daki	Otrar'daki
kuşatma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	kuşat	kuşatma
uzun	Adj	Adj	uzun	uzun
sürünce	Verb	Verb+Pos+Adv+When	sür	sürünce
,	Punc	Punc	,	,
oğulları	Noun	Noun+A3pl+P3sg+Nom	oğul	oğulları
Ögeday	Noun	Noun+Prop+A3sg+Pnon+Nom	Ögeday	Ögeday
ve	Conj	Conj	ve	ve
Çağatay	Noun	Noun+Prop+A3sg+Pnon+Nom	Çağatay	Çağatay
kontrolündeki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	kontrol	kontrolündeki
orduları	Noun	Noun+A3pl+P3sg+Nom	ordu	orduları
burada	Noun	Noun+A3sg+Pnon+Loc	bura	burada
bıraktı	Verb	Verb+Pos+Past+A3sg	bırak	bıraktı
ve	Conj	Conj	ve	ve
Buhara'ya	UnDef	UnDef	Buhara'ya	Buhara'ya
geçti	Verb	Verb+Pos+Past+A3sg	geç	geçti
.	Punc	Punc	.	.
Yolunun	Noun	Noun+A3sg+P3sg+Gen	yol	Yolunun
üzerindeki	Noun	Noun+Prop+A3sg+P3sg+Loc+Adj+Rel	Üzer	üzerindeki
Zernuk	UnDef	UnDef	Zernuk	Zernuk
kalesi	Noun	Noun+A3sg+P3sg+Nom	kale	kalesi
de	Conj	Conj	de	de
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
ve	Conj	Conj	ve	ve
bu	Det	Det	bu	bu
şehire	UnDef	UnDef	şehire	şehire
Gu-Balık	UnDef	UnDef	Gu-Balık	Gu-Balık
ismini	Noun	Noun+A3sg+P3sg+Acc	isim	ismini
koydu	Verb	Verb+Pos+Past+A3sg	koy	koydu
.	Punc	Punc	.	.
Yol	Noun	Noun+A3sg+Pnon+Nom	yol	Yol
üzerindeki	Noun	Noun+Prop+A3sg+P3sg+Loc+Adj+Rel	Üzer	üzerindeki
Nur	Noun	Noun+A3sg+Pnon+Nom	nur	Nur
şehri	Noun	Noun+A3sg+P3sg+Nom	şehir	şehri
de	Conj	Conj	de	de
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
korkusuyla	Noun	Noun+A3sg+P3sg+Ins	korku	korkusuyla
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Akabinde	Adv	Adv	akabinde	Akabinde
1220'de	Num	Num+Noun+Apos+A3sg+Pnon+Loc	1220	1220'de
Buhara'yı	UnDef	UnDef	Buhara'yı	Buhara'yı
kuşattı	Verb	Verb+Pos+Past+A3sg	kuşat	kuşattı
.	Punc	Punc	.	.
Şehrin	Noun	Noun+A3sg+Pnon+Gen	şehir	Şehrin
garnizonunun	Noun	Noun+A3sg+P3sg+Gen	garnizon	garnizonunun
Horasan'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Horasan	Horasan'a
çekilmesiyle	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	çek	çekilmesiyle
,	Punc	Punc	,	,
12'inci	UnDef	UnDef	12'inci	12'inci
gününde	Noun	Noun+A3sg+P3sg+Loc	gün	gününde
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
ve	Conj	Conj	ve	ve
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
yakılıp	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	yak	yakılıp
yıkıldı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	yık	yıkıldı
.	Punc	Punc	.	.
Aradan	Noun	Noun+A3sg+Pnon+Abl	ara	Aradan
5	Num	Num	5	5
ay	Noun	Noun+A3sg+Pnon+Nom	Ay	ay
geçtikten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	geç	geçtikten
sonra	Postp	Postp+PCAbl	sonra	sonra
da	Conj	Conj	da	da
Otrar	UnDef	UnDef	Otrar	Otrar
şehri	Noun	Noun+A3sg+P3sg+Nom	şehir	şehri
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
elçilerini	Noun	Noun+A3pl+P3sg+Acc	elçi	elçilerini
öldürten	Verb	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart	öl	öldürten
Otrar	UnDef	UnDef	Otrar	Otrar
valisi	Noun	Noun+A3sg+P3sg+Nom	vali	valisi
de	Conj	Conj	de	de
,	Punc	Punc	,	,
ağzına	Noun	Noun+A3sg+P3sg+Dat	ağız	ağzına
eritilmiş	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	eri	eritilmiş
gümüş	Noun	Noun+A3sg+Pnon+Nom	gümüş	gümüş
dökülerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	dök	dökülerek
öldürüldü	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	öl	öldürüldü
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
yolculuğu	Noun	Noun+A3sg+P3sg+Nom	yolculuk	yolculuğu
Semerkant'da	UnDef	UnDef	Semerkant'da	Semerkant'da
da	Conj	Conj	da	da
devam	Noun	Noun+A3sg+Pnon+Nom	devam	devam
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Bazı	Adj	Adj	bazı	Bazı
tarihçilere	Noun	Noun+A3pl+Pnon+Dat	tarihçi	tarihçilere
göre	Postp	Postp+PCDat	göre	göre
Semerkant'ı	UnDef	UnDef	Semerkant'ı	Semerkant'ı
ele	Noun	Noun+A3sg+Pnon+Dat	el	ele
geçirdikten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	geçir	geçirdikten
sonra	Postp	Postp+PCAbl	sonra	sonra
buradaki	Noun	Noun+A3sg+Pnon+Loc+Adj+Rel	bura	buradaki
büyük	Adj	Adj	büyük	büyük
kütüphane	Noun	Noun+A3sg+Pnon+Nom	kütüphane	kütüphane
yıkılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yık	yıkılmış
,	Punc	Punc	,	,
medeniyet	Noun	Noun+A3sg+Pnon+Nom	medeniyet	medeniyet
namına	Noun	Noun+A3sg+P3sg+Dat	nam	namına
tüm	Det	Det	tüm	tüm
eserler	Noun	Noun+A3pl+Pnon+Nom	eser	eserler
yerle	Noun	Noun+A3sg+Pnon+Ins	yer	yerle
bir	Det	Det	bir	bir
edilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	et	edilmiştir
.	Punc	Punc	.	.
Burada	Noun	Noun+A3sg+Pnon+Loc	bura	Burada
Göksaray	UnDef	UnDef	Göksaray	Göksaray
şehrini	Noun	Noun+A3sg+P3sg+Acc	şehir	şehrini
kuşatmasının	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Gen	kuşat	kuşatmasının
ardından	Adv	Adv	ardından	ardından
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
generalleri	Noun	Noun+A3pl+P3sg+Nom	general	generalleri
de	Conj	Conj	de	de
Siriderya'daki	UnDef	UnDef	Siriderya'daki	Siriderya'daki
Sığnak	UnDef	UnDef	Sığnak	Sığnak
,	Punc	Punc	,	,
Cend	UnDef	UnDef	Cend	Cend
,	Punc	Punc	,	,
Barçınlığkent'i	UnDef	UnDef	Barçınlığkent'i	Barçınlığkent'i
ele	Noun	Noun+A3sg+Pnon+Dat	el	ele
geçirdi	Verb	Verb+Pos+Past+A3sg	geçir	geçirdi
.	Punc	Punc	.	.
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed	Noun	Noun+Prop+A3sg+Pnon+Nom	Muhammed	Muhammed
kaçışına	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Dat	kaç	kaçışına
devam	Noun	Noun+A3sg+Pnon+Nom	devam	devam
ederken	Verb	Verb+Pos+Aor+A3sg+Adv+While	et	ederken
,	Punc	Punc	,	,
peşinden	Noun	Noun+A3sg+P3sg+Abl	peş	peşinden
yetenekli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	yetenek	yetenekli
generallerinden	Noun	Noun+A3pl+P3sg+Abl	general	generallerinden
Cebe	Noun	Noun+A3sg+Pnon+Dat	cep	Cebe
Noyan	Noun	Noun+Prop+A3sg+Pnon+Nom	Noyan	Noyan
ve	Conj	Conj	ve	ve
Sübüdey	UnDef	UnDef	Sübüdey	Sübüdey
Noyan'ı	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Noyan	Noyan'ı
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
30	Num	Num	30	30
bin	Adj	Adj	bin	bin
kişilik	Noun	Noun+A3sg+Pnon+Nom	kişilik	kişilik
bu	Det	Det	bu	bu
ordu	Noun	Noun+A3sg+Pnon+Nom	ordu	ordu
,	Punc	Punc	,	,
Alaaddin	Noun	Noun+NoHats+Prop+A3sg+Pnon+Nom	Alâaddin	Alaaddin
Muhammed'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Muhammed	Muhammed'i
Irak'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Irak	Irak'a
kadar	Postp	Postp+PCDat	kadar	kadar
kovaladı	Verb	Verb+Pos+Past+A3sg	kovala	kovaladı
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Çağatay'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Çağatay	Çağatay'ın
kumandasındaki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	kumanda	kumandasındaki
orduyu	Noun	Noun+A3sg+Pnon+Acc	ordu	orduyu
da	Conj	Conj	da	da
Harezmşahlar	UnDef	UnDef	Harezmşahlar	Harezmşahlar
Devleti'nin	Noun	Noun+A3sg+P3sg+Apos+Gen	devlet	Devleti'nin
merkezi	Noun	Noun+A3sg+P3sg+Nom	merkez	merkezi
Ürgenç'e	UnDef	UnDef	Ürgenç'e	Ürgenç'e
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
Daha	Adv	Adv	daha	Daha
sonra	Postp	Postp+PCAbl	sonra	sonra
da	Conj	Conj	da	da
büyük	Adj	Adj	büyük	büyük
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Cuci'yi	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Cuci	Cuci'yi
buraya	Noun	Noun+A3sg+Pnon+Dat	bura	buraya
gönderdi	Verb	Verb+Pos+Past+A3sg	gönder	gönderdi
.	Punc	Punc	.	.
6	Num	Num	6	6
ay	Noun	Noun+A3sg+Pnon+Nom	Ay	ay
kuşatmadan	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Abl	kuşat	kuşatmadan
sonra	Postp	Postp+PCAbl	sonra	sonra
,	Punc	Punc	,	,
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
tamamen	Adv	Adv	tamamen	tamamen
yokedildi	UnDef	UnDef	yokedildi	yokedildi
.	Punc	Punc	.	.
Böylece	Adv	Adv	böylece	Böylece
de	Conj	Conj	de	de
Harezm	UnDef	UnDef	Harezm	Harezm
,	Punc	Punc	,	,
Maveraünnehir	UnDef	UnDef	Maveraünnehir	Maveraünnehir
,	Punc	Punc	,	,
