lemma	morph_parse	correct_form	frequency
yetiş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	yetiştirildikleri	8
at	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	attırmak	8
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	fırlatılmaktadır	8
geliş	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	Geliştirmeler	8
giy	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	giydirilmesi	8
havalan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	havalandırmaya	8
oluş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+FutPart+P3sg	oluşturulabileceği	8
bağdaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	bağdaştırma	8
patla	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	patlattığı	8
işle	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	işletip	8
uğra	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	uğratmasından	8
dinle	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	dinletmek	8
oyna	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	oynatıcısıdır	8
in	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	indirmeler	8
sür	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	sürdürülürken	8
dönüş	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	dönüştürürken	8
çek	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	çektirildi	8
uy	Verb+Verb+Caus+Verb+Able+Neg+Adj+PresPart	uyduramayan	8
kap	Verb+Verb+Caus+Neg+Adj+PresPart	kaptırmayan	8
kıs	Verb+Verb+Caus+Pos+Aor+A3sg	kıstırır	8
hafifle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	hafifletme	8
çık	Verb+Verb+Caus+Verb+Able+Pos+Aor+Past+A3sg	çıkarabilirdi	8
sız	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	sızdırdığı	8
et	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	ettirilip	8
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	çıkartacağını	8
yücel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	yüceltilmesini	8
üre	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3pl+Past	üretiliyorlardı	8
geliş	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg	geliştirebilecek	8
öl	Verb+Verb+Caus+Neg+Past+A3sg	öldürmedi	8
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	çıkartılmasıyla	8
kazan	Verb+Verb+Caus+Pos+Prog1+A3sg	kazandırıyor	8
kay	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	kaydırmalı	8
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	çıkarttığında	8
öl	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	öldürtülmüştür	8
ilerle	Verb+Verb+Caus+Pos+Past+A3pl	ilerlettiler	8
pekiş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	pekiştirilen	8
bulun	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	bulundurmasıyla	8
yansı	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	yansıtılmaya	8
sus	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	susturuldu	8
art	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	arttırmanın	8
küçül	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	küçültülmüştür	8
et	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	ettirilmesinde	8
alevlen	Verb+Verb+Caus+Pos+Past+A3sg	alevlendirdi	8
çalış	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	çalıştırılıp	8
sıkış	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	sıkıştırmıştır	8
sal	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	saldırıyorlardı	8
benze	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	benzetirken	8
aşın	Verb+Verb+Caus+Pos+Adv+ByDoingSo	aşındırarak	8
ağar	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ağartma	8
değiş	Verb+Verb+Caus+Pos+Desr+A3sg	değiştirse	8
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	İşletmesinde	8
canlan	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	canlandırılmıştı	8
teşkilatlan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Teşkilatlandırma	8
gerek	Verb+Verb+Caus+Pos+Prog1+Cond+A3sg	gerektiriyorsa	8
bulun	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	bulundurulmasını	8
sür	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	sürdürmesinin	8
dön	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	döndürmesi	8
üre	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	üretenler	8
kap	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kaptırmak	8
sal	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	saldıranların	8
yaşa	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	yaşatılmakta	8
kuvvetlen	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	kuvvetlendirmiştir	8
azal	Verb+Verb+Caus+Neg+Past+A3sg	azaltmadı	8
oluş	Verb+Verb+Caus+Pos+Aor+Cond+A3sg	oluşturursa	8
karar	Verb+Verb+Caus+Pos+Adj+PresPart	karartan	8
sal	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	saldırdıktan	8
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	yürütülecektir	8
çalış	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	çalıştıracaktır	8
uzlaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Uzlaştırma	8
karış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	karıştırıldıktan	8
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Cond+A3sg	bekletilirse	8
çık	Verb+Verb+Caus+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	çıkartmamıştır	8
karşılaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Fut+A3sg	karşılaştırılamayacak	8
uzaklaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	uzaklaştırılmasından	8
biçimlen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	biçimlendirilen	8
birik	Verb+Verb+Caus+Pos+Aor+A3pl	biriktirirler	8
tanı	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	tanıtıyordu	8
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	bekletilip	8
sinirlen	Verb+Verb+Caus+Pos+Aor+A3sg	sinirlendirir	8
geliş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Dat	geliştirdiğine	8
çoğal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Çoğaltma	8
tut	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tutturulması	8
sıkış	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	sıkıştırılıp	8
uyan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	uyandırma	8
dur	Verb+Verb+Caus+Pos+Narr+Past+A3sg	durdurmuştu	8
yatış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yatıştırılması	8
ayrış	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	ayrıştırılarak	8
kaybet	Verb+Verb+Caus+Pos+Adj+PresPart	kaybettiren	8
üre	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Past+A3sg	üretilebildi	8
değiş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	değiştirildikten	8
kayna	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	kaynatıldıktan	8
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	yükseltilmeye	8
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Abl	öldürüleceğinden	8
at	Verb+Verb+Caus+Pos+Adv+ByDoingSo	attırarak	8
bağdaş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	bağdaştırılmıştır	8
dol	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	doldurulurdu	8
öl	Verb+Verb+Caus+Verb+Able+Pos+Adj+PresPart	öldürebilen	8
sev	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	sevdirmeye	8
çık	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	çıkarılmamış	8
bil	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	bildirilerek	8
çarpış	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	Çarpıştırıcısı	8
azal	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	azaltılmaya	8
uzaklaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	uzaklaştırılmasında	8
kes	Verb+Verb+Caus+Pos+Adj+PresPart	kestiren	8
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	dönüştürülmeye	8
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Acc	öldürülmeyi	8
genişle	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	genişletmektedir	8
edin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Edindirme	8
pekiş	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	pekiştirildi	8
ulaş	Verb+Verb+Caus+Pos+Prog1+A3sg	ulaştırıyor	8
çık	Verb+Verb+Caus+Pos+Past+A1sg	çıkardım	8
unut	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	unutturmaya	8
sal	Verb+Verb+Caus+Neg+Aor+A3pl	saldırmazlar	8
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	işletmesinden	8
eşleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Eşleştirme	8
büyü	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	büyütmeli	8
oluş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	oluşturulabilmesi	8
değiş	Verb+Verb+Caus+Verb+Able+Neg+Past+A3sg	değiştiremedi	8
in	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Nom	indirdik	8
özen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	özendirilmesi	8
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	çıkartmasına	8
ayrış	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	ayrıştırmaya	8
konuş	Verb+Verb+Caus+Pos+Aor+A3sg	konuşturur	8
gerek	Verb+Verb+Caus+Pos+Desr+A3sg	gerektirse	8
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	bekletilmektedir	8
yürü	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	yürütmede	8
karış	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	karıştırılmakta	8
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	yürütülerek	8
evlen	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	evlendirip	8
püskür	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cop+A3sg	püskürtülmüşlerdir	8
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	geliştirileceği	8
kavuş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kavuşturmaya	8
oyna	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	Oynatıcı	8
ulaş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	ulaştırılmış	8
uzaklaş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	uzaklaştırabilir	8
sap	Verb+Verb+Caus+Pos+Aor+A3sg	saptırır	8
pekiş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	pekiştirilmiştir	8
kuvvetlen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	kuvvetlendirilmesi	8
çık	Verb+Verb+Caus+Pos+Aor+Past+A3sg	çıkarırdı	8
bil	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	bildirmesiyle	8
biçimlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	biçimlendirmesi	8
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	geliştirildiğinden	8
kay	Verb+Verb+Caus+Pos+Adj+PresPart	kaydıran	8
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	çıkartmaktır	8
dönüş	Verb+Verb+Caus+Verb+Able+Pos+Adj+PresPart	dönüştürebilen	8
çık	Verb+Verb+Caus+Neg+Aor+A3pl	çıkarmazlar	8
benze	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Benzetme	8
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3sg+Pnon+Nom	fırlatılış	8
aşın	Verb+Verb+Caus+Pos+Aor+A3sg	aşındırır	8
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Fut+Past+A3sg	yürütülecekti	8
pekiş	Verb+Verb+Caus+Pos+Adv+ByDoingSo	pekiştirerek	8
genişle	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	genişletmişlerdir	8
çık	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	çıkarılmamıştır	8
taşı	Verb+Verb+Caus+Pos+Adj+PresPart	taşıtan	8
yansı	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	yansıtmaları	8
kap	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	kaptırıp	8
bağdaş	Verb+Verb+Caus+Pos+Adj+PresPart	bağdaştıran	8
dur	Verb+Verb+Caus+Neg+Aor+A3sg	durdurmaz	8
öl	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Cond+A3sg	öldürülürse	8
hazırla	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	hazırlatıp	8
bulaş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	bulaştırabilir	8
taçlan	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	taçlandırılmış	8
bil	Verb+Verb+Caus+Pos+Fut+A3sg	bildirecek	8
geliş	Verb+Verb+Caus+Pos+Adj+FutPart+P3pl	geliştirecekleri	8
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	oluşturulmadan	8
kopar	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	kopartılarak	8
hatırla	Verb+Verb+Caus+Pos+Prog1+A3sg	hatırlatıyor	8
yaz	Verb+Verb+Caus+Pos+Past+A3pl	yazdırdılar	8
düşün	Verb+Verb+Caus+Pos+Prog1+A3sg	düşündürüyor	8
çöker	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	çökertmektir	8
hareketlen	Verb+Verb+Caus+Pos+Aor+A3sg	hareketlendirir	8
oluş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	oluşturulabilen	8
kap	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	kaptırıldı	8
çöker	Verb+Verb+Caus+Pos+Past+A3sg	çökertti	8
çoğal	Verb+Verb+Caus+Pos+Adv+ByDoingSo	çoğaltarak	8
ayrış	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	ayrıştırmanın	8
sus	Verb+Verb+Caus+Pos+Past+A3sg	susturdu	8
oluş	Verb+Verb+Caus+Verb+Able+Neg+Past+A3pl	oluşturamadılar	8
kaybet	Verb+Verb+Caus+Pos+Aor+A3sg	kaybettirir	8
alevlen	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	alevlendirmiştir	8
arın	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	arındırılarak	8
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	paylaştırılmış	8
kaynaş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kaynaştırmak	8
boğ	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	boğdurttu	8
çöker	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	çökertmiştir	8
kuru	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	kurutup	8
uğra	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	uğratılmasında	8
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	bekletilmesi	8
püskür	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	püskürtülmesiyle	8
tanı	Verb+Verb+Caus+Pos+Narr+Past+A3sg	tanıtmıştı	8
öl	Verb+Verb+Caus+Verb+Able+Neg+Adj+PastPart+P3sg	öldüremediği	7
belir	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	Belirtmek	7
başla	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	başlatacağı	7
damla	Verb+Verb+Caus+Pos+Aor+A3sg	damlatır	7
boz	Verb+Verb+Caus+Pos+Imp+A2sg	bozdur	7
inan	Verb+Verb+Caus+Pos+Narr+Past+A3sg	inandırmıştı	7
otur	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	oturtup	7
gül	Verb+Verb+Caus+Pos+Past+A3sg	güldürdü	7
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	geliştirilmek	7
çimlen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	çimlendirilen	7
art	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	arttırıyordu	7
üre	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	üretebilmesi	7
kes	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	kestirilemez	7
zayıfla	Verb+Verb+Caus+Pos+Fut+A3sg	zayıflatacak	7
pekiş	Verb+Verb+Caus+Pos+Narr+A3sg	pekiştirmiş	7
taçlan	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	taçlandırıldı	7
yavaşla	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	yavaşlatıcı	7
sür	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Nom	sürdürebilme	7
özen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	özendirmesiyle	7
geliş	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	geliştirilmemiştir	7
paylaş	Verb+Verb+Caus+Pos+Aor+A3sg	paylaştırır	7
sür	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	sürdürülüyordu	7
benze	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	benzetenler	7
edin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	edindirme	7
yeşillen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	yeşillendirme	7
dönüş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	dönüştürmede	7
kopar	Verb+Verb+Caus+Pos+Adv+ByDoingSo	kopartarak	7
tutukla	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	tutuklattırdı	7
kısal	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	kısaltılmasıyla	7
çek	Verb+Verb+Caus+Pos+Adj+PresPart	çektiren	7
tanı	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	tanıtılırken	7
geliş	Verb+Verb+Caus+Pos+Adv+When	geliştirince	7
yürü	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	yürütmektir	7
başla	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	başlatmaları	7
kes	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	kestirdiği	7
çık	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Acc	çıkarılmalarını	7
konuşlan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	konuşlandırma	7
gerek	Verb+Verb+Caus+Neg+Adj+PastPart+P3sg	gerektirmediği	7
yüksel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Yükseltme	7
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cop+A3sg	dönüştürülmüşlerdir	7
yerleş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	yerleştirildiğinden	7
kap	Verb+Verb+Caus+Pos+Adv+When	kaptırınca	7
üre	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	üretmelerini	7
çık	Verb+Verb+Caus+Verb+Pass+Neg+Aor+A3sg	çıkarılmaz	7
yetiş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	yetiştirdikten	7
dol	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	doldurulacak	7
canlan	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	canlandırdığını	7
kuvvetlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kuvvetlendirme	7
hazırla	Verb+Verb+Caus+Pos+Narr+A3sg	hazırlatmış	7
geliş	Verb+Verb+Caus+Pos+Adv+AsLongAs	geliştirdikçe	7
kaynaş	Verb+Verb+Caus+Pos+Adv+ByDoingSo	kaynaştırarak	7
değiş	Verb+Verb+Caus+Pos+Narr+A3pl	değiştirmişler	7
büyü	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	büyütmektedir	7
hareketlen	Verb+Verb+Caus+Pos+Past+A3sg	hareketlendirdi	7
tutuş	Verb+Verb+Caus+Pos+Aor+A3sg	tutuşturur	7
karış	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	karıştırılmamalı	7
et	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cop+A3sg	ettirilmişlerdir	7
otur	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	oturtması	7
kazan	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	kazandırabilir	7
çağrış	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	çağrıştırması	7
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	çıkartılıyordu	7
yap	Verb+Verb+Caus+Pos+Fut+A3sg	yaptıracak	7
dol	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	doldurulmasını	7
sür	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	sürdürdüklerini	7
kazan	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	kazandırabilmek	7
sinirlen	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	sinirlendirmek	7
uyan	Verb+Verb+Caus+Pos+Prog1+A3sg	uyandırıyor	7
in	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	indirmeleri	7
otur	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	oturtularak	7
dön	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	döndürdüğü	7
değiş	Verb+Verb+Caus+Neg+Noun+PastPart+A3sg+P3sg+Acc	değiştirmediğini	7
in	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	indirmeden	7
değiş	Verb+Verb+Caus+Pos+Imp+A2sg	Değiştir	7
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	çıkartılmak	7
kıskan	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kıskandırmak	7
koy	Verb+Verb+Caus+Pos+Aor+A3sg	koydurur	7
oluş	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	oluşturamaması	7
yaşa	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	yaşatmaktır	7
karış	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	karıştırılmalıdır	7
yavaşla	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	yavaşlatırken	7
bil	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	bildirmeden	7
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	fırlatıldığı	7
hazırla	Verb+Verb+Caus+Pos+Adv+ByDoingSo	hazırlatarak	7
oluş	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	oluşturulmamıştır	7
gevşe	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	gevşetme	7
yürü	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	yürüteceği	7
hafifle	Verb+Verb+Caus+Pos+Narr+A3sg	hafifletmiş	7
gerek	Verb+Verb+Caus+Neg+Prog2+A3sg+Cop+A3sg	gerektirmemektedir	7
